State Code,County Code,Latitude,Longitude,Datum,Parameter Name,Sample Duration,Pollutant Standard,Date Local,Units of Measure,Observation Count,Observation Percent,Arithmetic Mean,1st Max Value,1st Max Hour,AQI,Local Site Name,Address,State Name,County Name,City Name,Date of Last Change
11,1,38.895572,-76.958072,WGS84,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,1/1/2019,Parts per billion,24,100,8.683333,19.6,23,18,RIVER TERRACE,"420 34th Street N.E.,Washington, DC 20019",District Of Columbia,District of Columbia,Washington,2/7/2020
11,1,38.895572,-76.958072,WGS84,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,1/2/2019,Parts per billion,21,88,15.080952,29.9,8,27,RIVER TERRACE,"420 34th Street N.E.,Washington, DC 20019",District Of Columbia,District of Columbia,Washington,2/7/2020
11,1,38.895572,-76.958072,WGS84,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,1/3/2019,Parts per billion,24,100,16.475,26.8,23,25,RIVER TERRACE,"420 34th Street N.E.,Washington, DC 20019",District Of Columbia,District of Columbia,Washington,2/7/2020
11,1,38.895572,-76.958072,WGS84,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,1/4/2019,Parts per billion,24,100,17.4625,30.4,7,28,RIVER TERRACE,"420 34th Street N.E.,Washington, DC 20019",District Of Columbia,District of Columbia,Washington,2/7/2020
11,1,38.895572,-76.958072,WGS84,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,1/5/2019,Parts per billion,24,100,11.75,15.6,7,14,RIVER TERRACE,"420 34th Street N.E.,Washington, DC 20019",District Of Columbia,District of Columbia,Washington,2/7/2020
11,1,38.895572,-76.958072,WGS84,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,1/6/2019,Parts per billion,24,100,13.520833,24.9,4,23,RIVER TERRACE,"420 34th Street N.E.,Washington, DC 20019",District Of Columbia,District of Columbia,Washington,2/7/2020
11,1,38.895572,-76.958072,WGS84,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,1/7/2019,Parts per billion,24,100,14.883333,23.8,4,22,RIVER TERRACE,"420 34th Street N.E.,Washington, DC 20019",District Of Columbia,District of Columbia,Washington,2/7/2020
11,1,38.895572,-76.958072,WGS84,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,1/8/2019,Parts per billion,22,92,14.290909,27.9,18,25,RIVER TERRACE,"420 34th Street N.E.,Washington, DC 20019",District Of Columbia,District of Columbia,Washington,2/7/2020
11,1,38.895572,-76.958072,WGS84,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,1/9/2019,Parts per billion,22,92,9.472727,15.3,7,14,RIVER TERRACE,"420 34th Street N.E.,Washington, DC 20019",District Of Columbia,District of Columbia,Washington,2/7/2020
11,1,38.895572,-76.958072,WGS84,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,1/10/2019,Parts per billion,22,92,9.381818,22.5,7,21,RIVER TERRACE,"420 34th Street N.E.,Washington, DC 20019",District Of Columbia,District of Columbia,Washington,2/7/2020
11,1,38.895572,-76.958072,WGS84,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,1/11/2019,Parts per billion,24,100,15.154167,30.7,22,28,RIVER TERRACE,"420 34th Street N.E.,Washington, DC 20019",District Of Columbia,District of Columbia,Washington,2/7/2020
11,1,38.895572,-76.958072,WGS84,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,1/12/2019,Parts per billion,24,100,20.5125,33.4,0,31,RIVER TERRACE,"420 34th Street N.E.,Washington, DC 20019",District Of Columbia,District of Columbia,Washington,2/7/2020
11,1,38.895572,-76.958072,WGS84,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,1/13/2019,Parts per billion,24,100,17.3375,20.7,15,19,RIVER TERRACE,"420 34th Street N.E.,Washington, DC 20019",District Of Columbia,District of Columbia,Washington,2/7/2020
11,1,38.895572,-76.958072,WGS84,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,1/14/2019,Parts per billion,24,100,21.433333,33.9,23,31,RIVER TERRACE,"420 34th Street N.E.,Washington, DC 20019",District Of Columbia,District of Columbia,Washington,2/7/2020
11,1,38.895572,-76.958072,WGS84,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,1/15/2019,Parts per billion,20,83,27.505,41.3,12,39,RIVER TERRACE,"420 34th Street N.E.,Washington, DC 20019",District Of Columbia,District of Columbia,Washington,2/7/2020
11,1,38.895572,-76.958072,WGS84,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,1/16/2019,Parts per billion,24,100,24.9875,53.2,8,50,RIVER TERRACE,"420 34th Street N.E.,Washington, DC 20019",District Of Columbia,District of Columbia,Washington,2/7/2020
11,1,38.895572,-76.958072,WGS84,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,1/17/2019,Parts per billion,23,96,21.104348,36.1,7,34,RIVER TERRACE,"420 34th Street N.E.,Washington, DC 20019",District Of Columbia,District of Columbia,Washington,2/7/2020
11,1,38.895572,-76.958072,WGS84,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,1/18/2019,Parts per billion,23,96,22.230435,31.4,7,29,RIVER TERRACE,"420 34th Street N.E.,Washington, DC 20019",District Of Columbia,District of Columbia,Washington,2/7/2020
11,1,38.895572,-76.958072,WGS84,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,1/19/2019,Parts per billion,24,100,16.6375,20.6,5,19,RIVER TERRACE,"420 34th Street N.E.,Washington, DC 20019",District Of Columbia,District of Columbia,Washington,2/7/2020
11,1,38.895572,-76.958072,WGS84,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,1/20/2019,Parts per billion,24,100,12.441667,18.6,22,17,RIVER TERRACE,"420 34th Street N.E.,Washington, DC 20019",District Of Columbia,District of Columbia,Washington,2/7/2020
11,1,38.895572,-76.958072,WGS84,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,1/21/2019,Parts per billion,24,100,10.1375,12.3,0,11,RIVER TERRACE,"420 34th Street N.E.,Washington, DC 20019",District Of Columbia,District of Columbia,Washington,2/7/2020
11,1,38.895572,-76.958072,WGS84,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,1/22/2019,Parts per billion,22,92,16.595455,24.1,7,23,RIVER TERRACE,"420 34th Street N.E.,Washington, DC 20019",District Of Columbia,District of Columbia,Washington,2/7/2020
11,1,38.895572,-76.958072,WGS84,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,1/23/2019,Parts per billion,24,100,14.783333,29.8,21,27,RIVER TERRACE,"420 34th Street N.E.,Washington, DC 20019",District Of Columbia,District of Columbia,Washington,2/7/2020
11,1,38.895572,-76.958072,WGS84,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,1/24/2019,Parts per billion,24,100,9.75,15.1,21,14,RIVER TERRACE,"420 34th Street N.E.,Washington, DC 20019",District Of Columbia,District of Columbia,Washington,2/7/2020
11,1,38.895572,-76.958072,WGS84,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,1/25/2019,Parts per billion,24,100,14.416667,31.6,23,29,RIVER TERRACE,"420 34th Street N.E.,Washington, DC 20019",District Of Columbia,District of Columbia,Washington,2/7/2020
11,1,38.895572,-76.958072,WGS84,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,1/26/2019,Parts per billion,24,100,24.829167,34.6,0,32,RIVER TERRACE,"420 34th Street N.E.,Washington, DC 20019",District Of Columbia,District of Columbia,Washington,2/7/2020
11,1,38.895572,-76.958072,WGS84,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,1/27/2019,Parts per billion,24,100,19.433333,35.1,0,33,RIVER TERRACE,"420 34th Street N.E.,Washington, DC 20019",District Of Columbia,District of Columbia,Washington,2/7/2020
11,1,38.895572,-76.958072,WGS84,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,1/28/2019,Parts per billion,24,100,17.608333,25.4,22,24,RIVER TERRACE,"420 34th Street N.E.,Washington, DC 20019",District Of Columbia,District of Columbia,Washington,2/7/2020
11,1,38.895572,-76.958072,WGS84,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,1/29/2019,Parts per billion,24,100,17.858333,26.7,18,25,RIVER TERRACE,"420 34th Street N.E.,Washington, DC 20019",District Of Columbia,District of Columbia,Washington,2/7/2020
11,1,38.895572,-76.958072,WGS84,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,1/30/2019,Parts per billion,22,92,14.954545,35.5,5,33,RIVER TERRACE,"420 34th Street N.E.,Washington, DC 20019",District Of Columbia,District of Columbia,Washington,2/7/2020
11,1,38.895572,-76.958072,WGS84,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,1/31/2019,Parts per billion,24,100,19.479167,35.1,23,33,RIVER TERRACE,"420 34th Street N.E.,Washington, DC 20019",District Of Columbia,District of Columbia,Washington,2/7/2020
11,1,38.895572,-76.958072,WGS84,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,2/1/2019,Parts per billion,24,100,25.645833,32.9,3,30,RIVER TERRACE,"420 34th Street N.E.,Washington, DC 20019",District Of Columbia,District of Columbia,Washington,2/7/2020
11,1,38.895572,-76.958072,WGS84,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,2/2/2019,Parts per billion,24,100,23.75,39.3,7,37,RIVER TERRACE,"420 34th Street N.E.,Washington, DC 20019",District Of Columbia,District of Columbia,Washington,2/7/2020
11,1,38.895572,-76.958072,WGS84,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,2/3/2019,Parts per billion,24,100,25.7375,33.4,21,31,RIVER TERRACE,"420 34th Street N.E.,Washington, DC 20019",District Of Columbia,District of Columbia,Washington,2/7/2020
11,1,38.895572,-76.958072,WGS84,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,2/4/2019,Parts per billion,24,100,30.020833,54.4,10,51,RIVER TERRACE,"420 34th Street N.E.,Washington, DC 20019",District Of Columbia,District of Columbia,Washington,2/7/2020
11,1,38.895572,-76.958072,WGS84,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,2/5/2019,Parts per billion,22,92,26.177273,40.2,7,38,RIVER TERRACE,"420 34th Street N.E.,Washington, DC 20019",District Of Columbia,District of Columbia,Washington,2/7/2020
11,1,38.895572,-76.958072,WGS84,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,2/6/2019,Parts per billion,24,100,21.7625,49.4,10,46,RIVER TERRACE,"420 34th Street N.E.,Washington, DC 20019",District Of Columbia,District of Columbia,Washington,2/7/2020
11,1,38.895572,-76.958072,WGS84,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,2/7/2019,Parts per billion,24,100,15.741667,22.6,7,21,RIVER TERRACE,"420 34th Street N.E.,Washington, DC 20019",District Of Columbia,District of Columbia,Washington,2/7/2020
11,1,38.895572,-76.958072,WGS84,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,2/8/2019,Parts per billion,24,100,12.816667,21.7,11,20,RIVER TERRACE,"420 34th Street N.E.,Washington, DC 20019",District Of Columbia,District of Columbia,Washington,2/7/2020
11,1,38.895572,-76.958072,WGS84,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,2/9/2019,Parts per billion,24,100,12.0125,33.8,23,31,RIVER TERRACE,"420 34th Street N.E.,Washington, DC 20019",District Of Columbia,District of Columbia,Washington,2/7/2020
11,1,38.895572,-76.958072,WGS84,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,2/10/2019,Parts per billion,24,100,19.033333,32.9,0,30,RIVER TERRACE,"420 34th Street N.E.,Washington, DC 20019",District Of Columbia,District of Columbia,Washington,2/7/2020
11,1,38.895572,-76.958072,WGS84,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,2/11/2019,Parts per billion,24,100,17.716667,24.9,8,23,RIVER TERRACE,"420 34th Street N.E.,Washington, DC 20019",District Of Columbia,District of Columbia,Washington,2/7/2020
11,1,38.895572,-76.958072,WGS84,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,2/12/2019,Parts per billion,21,88,19.866667,28.8,12,26,RIVER TERRACE,"420 34th Street N.E.,Washington, DC 20019",District Of Columbia,District of Columbia,Washington,2/7/2020
11,1,38.895572,-76.958072,WGS84,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,2/13/2019,Parts per billion,24,100,16.120833,27.1,23,25,RIVER TERRACE,"420 34th Street N.E.,Washington, DC 20019",District Of Columbia,District of Columbia,Washington,2/7/2020
11,1,38.895572,-76.958072,WGS84,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,2/14/2019,Parts per billion,22,92,22.263636,40.4,7,38,RIVER TERRACE,"420 34th Street N.E.,Washington, DC 20019",District Of Columbia,District of Columbia,Washington,2/7/2020
11,1,38.895572,-76.958072,WGS84,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,2/15/2019,Parts per billion,24,100,9.35,13.3,19,12,RIVER TERRACE,"420 34th Street N.E.,Washington, DC 20019",District Of Columbia,District of Columbia,Washington,2/7/2020
11,1,38.895572,-76.958072,WGS84,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,2/16/2019,Parts per billion,24,100,10.5875,18.6,22,17,RIVER TERRACE,"420 34th Street N.E.,Washington, DC 20019",District Of Columbia,District of Columbia,Washington,2/7/2020
11,1,38.895572,-76.958072,WGS84,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,2/17/2019,Parts per billion,24,100,18.758333,29.6,7,27,RIVER TERRACE,"420 34th Street N.E.,Washington, DC 20019",District Of Columbia,District of Columbia,Washington,2/7/2020
11,1,38.895572,-76.958072,WGS84,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,2/18/2019,Parts per billion,24,100,13.179167,24.8,8,23,RIVER TERRACE,"420 34th Street N.E.,Washington, DC 20019",District Of Columbia,District of Columbia,Washington,2/7/2020
11,1,38.895572,-76.958072,WGS84,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,2/19/2019,Parts per billion,21,88,17.114286,26.6,22,25,RIVER TERRACE,"420 34th Street N.E.,Washington, DC 20019",District Of Columbia,District of Columbia,Washington,2/7/2020
11,1,38.895572,-76.958072,WGS84,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,2/20/2019,Parts per billion,24,100,23.129167,29.4,23,27,RIVER TERRACE,"420 34th Street N.E.,Washington, DC 20019",District Of Columbia,District of Columbia,Washington,2/7/2020
11,1,38.895572,-76.958072,WGS84,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,2/21/2019,Parts per billion,24,100,22.470833,32.9,13,30,RIVER TERRACE,"420 34th Street N.E.,Washington, DC 20019",District Of Columbia,District of Columbia,Washington,2/7/2020
11,1,38.895572,-76.958072,WGS84,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,2/22/2019,Parts per billion,24,100,25.329167,39.1,7,37,RIVER TERRACE,"420 34th Street N.E.,Washington, DC 20019",District Of Columbia,District of Columbia,Washington,2/7/2020
11,1,38.895572,-76.958072,WGS84,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,2/23/2019,Parts per billion,24,100,24.345833,38.7,0,36,RIVER TERRACE,"420 34th Street N.E.,Washington, DC 20019",District Of Columbia,District of Columbia,Washington,2/7/2020
11,1,38.895572,-76.958072,WGS84,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,2/24/2019,Parts per billion,24,100,12.308333,23.7,6,22,RIVER TERRACE,"420 34th Street N.E.,Washington, DC 20019",District Of Columbia,District of Columbia,Washington,2/7/2020
11,1,38.895572,-76.958072,WGS84,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,2/25/2019,Parts per billion,24,100,8.8625,15,20,14,RIVER TERRACE,"420 34th Street N.E.,Washington, DC 20019",District Of Columbia,District of Columbia,Washington,2/7/2020
11,1,38.895572,-76.958072,WGS84,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,2/26/2019,Parts per billion,22,92,20.504545,39.2,7,37,RIVER TERRACE,"420 34th Street N.E.,Washington, DC 20019",District Of Columbia,District of Columbia,Washington,2/7/2020
11,1,38.895572,-76.958072,WGS84,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,2/27/2019,Parts per billion,24,100,22.429167,36.1,6,34,RIVER TERRACE,"420 34th Street N.E.,Washington, DC 20019",District Of Columbia,District of Columbia,Washington,2/7/2020
11,1,38.895572,-76.958072,WGS84,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,2/28/2019,Parts per billion,24,100,18.0125,26.6,19,25,RIVER TERRACE,"420 34th Street N.E.,Washington, DC 20019",District Of Columbia,District of Columbia,Washington,2/7/2020
11,1,38.895572,-76.958072,WGS84,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,3/1/2019,Parts per billion,24,100,22.9,30,7,28,RIVER TERRACE,"420 34th Street N.E.,Washington, DC 20019",District Of Columbia,District of Columbia,Washington,2/7/2020
11,1,38.895572,-76.958072,WGS84,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,3/2/2019,Parts per billion,24,100,17.275,22.9,9,21,RIVER TERRACE,"420 34th Street N.E.,Washington, DC 20019",District Of Columbia,District of Columbia,Washington,2/7/2020
11,1,38.895572,-76.958072,WGS84,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,3/3/2019,Parts per billion,24,100,18.15,23.4,15,22,RIVER TERRACE,"420 34th Street N.E.,Washington, DC 20019",District Of Columbia,District of Columbia,Washington,2/7/2020
11,1,38.895572,-76.958072,WGS84,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,3/4/2019,Parts per billion,24,100,13.941667,22.4,7,21,RIVER TERRACE,"420 34th Street N.E.,Washington, DC 20019",District Of Columbia,District of Columbia,Washington,2/7/2020
11,1,38.895572,-76.958072,WGS84,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,3/5/2019,Parts per billion,22,92,16.386364,29.3,7,27,RIVER TERRACE,"420 34th Street N.E.,Washington, DC 20019",District Of Columbia,District of Columbia,Washington,2/7/2020
11,1,38.895572,-76.958072,WGS84,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,3/6/2019,Parts per billion,24,100,13.9375,18.1,20,17,RIVER TERRACE,"420 34th Street N.E.,Washington, DC 20019",District Of Columbia,District of Columbia,Washington,2/7/2020
11,1,38.895572,-76.958072,WGS84,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,3/7/2019,Parts per billion,24,100,21.320833,35.5,23,33,RIVER TERRACE,"420 34th Street N.E.,Washington, DC 20019",District Of Columbia,District of Columbia,Washington,2/7/2020
11,1,38.895572,-76.958072,WGS84,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,3/8/2019,Parts per billion,24,100,30.741667,46.4,6,43,RIVER TERRACE,"420 34th Street N.E.,Washington, DC 20019",District Of Columbia,District of Columbia,Washington,2/7/2020
11,1,38.895572,-76.958072,WGS84,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,3/9/2019,Parts per billion,24,100,20.6625,28.6,7,26,RIVER TERRACE,"420 34th Street N.E.,Washington, DC 20019",District Of Columbia,District of Columbia,Washington,2/7/2020
11,1,38.895572,-76.958072,WGS84,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,3/10/2019,Parts per billion,24,100,16.570833,27.2,20,25,RIVER TERRACE,"420 34th Street N.E.,Washington, DC 20019",District Of Columbia,District of Columbia,Washington,2/7/2020
11,1,38.895572,-76.958072,WGS84,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,3/11/2019,Parts per billion,24,100,11.691667,27.1,7,25,RIVER TERRACE,"420 34th Street N.E.,Washington, DC 20019",District Of Columbia,District of Columbia,Washington,2/7/2020
11,1,38.895572,-76.958072,WGS84,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,3/12/2019,Parts per billion,21,88,17.009524,45.7,23,42,RIVER TERRACE,"420 34th Street N.E.,Washington, DC 20019",District Of Columbia,District of Columbia,Washington,2/7/2020
11,1,38.895572,-76.958072,WGS84,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,3/13/2019,Parts per billion,24,100,22.6,51.9,6,48,RIVER TERRACE,"420 34th Street N.E.,Washington, DC 20019",District Of Columbia,District of Columbia,Washington,2/7/2020
11,1,38.895572,-76.958072,WGS84,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,3/14/2019,Parts per billion,24,100,13.7375,45.6,6,42,RIVER TERRACE,"420 34th Street N.E.,Washington, DC 20019",District Of Columbia,District of Columbia,Washington,2/7/2020
11,1,38.895572,-76.958072,WGS84,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,3/15/2019,Parts per billion,24,100,8.758333,11.9,6,10,RIVER TERRACE,"420 34th Street N.E.,Washington, DC 20019",District Of Columbia,District of Columbia,Washington,2/7/2020
11,1,38.895572,-76.958072,WGS84,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,3/16/2019,Parts per billion,24,100,6.458333,11.3,20,10,RIVER TERRACE,"420 34th Street N.E.,Washington, DC 20019",District Of Columbia,District of Columbia,Washington,2/7/2020
11,1,38.895572,-76.958072,WGS84,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,3/17/2019,Parts per billion,24,100,10.208333,28.4,23,26,RIVER TERRACE,"420 34th Street N.E.,Washington, DC 20019",District Of Columbia,District of Columbia,Washington,2/7/2020
11,1,38.895572,-76.958072,WGS84,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,3/18/2019,Parts per billion,24,100,18.904167,38.9,6,36,RIVER TERRACE,"420 34th Street N.E.,Washington, DC 20019",District Of Columbia,District of Columbia,Washington,2/7/2020
11,1,38.895572,-76.958072,WGS84,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,3/19/2019,Parts per billion,22,92,23.6,49.3,6,46,RIVER TERRACE,"420 34th Street N.E.,Washington, DC 20019",District Of Columbia,District of Columbia,Washington,2/7/2020
11,1,38.895572,-76.958072,WGS84,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,3/20/2019,Parts per billion,24,100,23.8,47.4,6,44,RIVER TERRACE,"420 34th Street N.E.,Washington, DC 20019",District Of Columbia,District of Columbia,Washington,2/7/2020
11,1,38.895572,-76.958072,WGS84,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,3/21/2019,Parts per billion,21,88,17.5,31.2,8,29,RIVER TERRACE,"420 34th Street N.E.,Washington, DC 20019",District Of Columbia,District of Columbia,Washington,2/7/2020
11,1,38.895572,-76.958072,WGS84,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,3/22/2019,Parts per billion,24,100,11.020833,22.3,9,21,RIVER TERRACE,"420 34th Street N.E.,Washington, DC 20019",District Of Columbia,District of Columbia,Washington,2/7/2020
11,1,38.895572,-76.958072,WGS84,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,3/23/2019,Parts per billion,24,100,9.020833,27,22,25,RIVER TERRACE,"420 34th Street N.E.,Washington, DC 20019",District Of Columbia,District of Columbia,Washington,2/7/2020
11,1,38.895572,-76.958072,WGS84,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,3/24/2019,Parts per billion,24,100,18.566667,35.8,2,33,RIVER TERRACE,"420 34th Street N.E.,Washington, DC 20019",District Of Columbia,District of Columbia,Washington,2/7/2020
11,1,38.895572,-76.958072,WGS84,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,3/25/2019,Parts per billion,24,100,21.85,45,7,42,RIVER TERRACE,"420 34th Street N.E.,Washington, DC 20019",District Of Columbia,District of Columbia,Washington,2/7/2020
11,1,38.895572,-76.958072,WGS84,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,3/26/2019,Parts per billion,22,92,14.227273,34.5,23,32,RIVER TERRACE,"420 34th Street N.E.,Washington, DC 20019",District Of Columbia,District of Columbia,Washington,2/7/2020
11,1,38.895572,-76.958072,WGS84,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,3/27/2019,Parts per billion,24,100,20.908333,42.3,6,40,RIVER TERRACE,"420 34th Street N.E.,Washington, DC 20019",District Of Columbia,District of Columbia,Washington,2/7/2020
11,1,38.895572,-76.958072,WGS84,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,3/28/2019,Parts per billion,24,100,15.720833,36.9,4,34,RIVER TERRACE,"420 34th Street N.E.,Washington, DC 20019",District Of Columbia,District of Columbia,Washington,2/7/2020
11,1,38.895572,-76.958072,WGS84,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,3/29/2019,Parts per billion,24,100,16.966667,33.9,11,31,RIVER TERRACE,"420 34th Street N.E.,Washington, DC 20019",District Of Columbia,District of Columbia,Washington,2/7/2020
11,1,38.895572,-76.958072,WGS84,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,3/30/2019,Parts per billion,24,100,17.495833,36.7,6,34,RIVER TERRACE,"420 34th Street N.E.,Washington, DC 20019",District Of Columbia,District of Columbia,Washington,2/7/2020
11,1,38.895572,-76.958072,WGS84,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,3/31/2019,Parts per billion,24,100,5.929167,8.2,20,8,RIVER TERRACE,"420 34th Street N.E.,Washington, DC 20019",District Of Columbia,District of Columbia,Washington,2/7/2020
11,1,38.895572,-76.958072,WGS84,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,4/1/2019,Parts per billion,24,100,11.3875,27.4,20,25,RIVER TERRACE,"420 34th Street N.E.,Washington, DC 20019",District Of Columbia,District of Columbia,Washington,2/7/2020
11,1,38.895572,-76.958072,WGS84,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,4/2/2019,Parts per billion,22,92,21.286364,45.7,5,42,RIVER TERRACE,"420 34th Street N.E.,Washington, DC 20019",District Of Columbia,District of Columbia,Washington,2/7/2020
11,1,38.895572,-76.958072,WGS84,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,4/3/2019,Parts per billion,24,100,18.3375,35.2,5,33,RIVER TERRACE,"420 34th Street N.E.,Washington, DC 20019",District Of Columbia,District of Columbia,Washington,2/7/2020
11,1,38.895572,-76.958072,WGS84,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,4/4/2019,Parts per billion,24,100,27.066667,52.5,8,49,RIVER TERRACE,"420 34th Street N.E.,Washington, DC 20019",District Of Columbia,District of Columbia,Washington,2/7/2020
11,1,38.895572,-76.958072,WGS84,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,4/5/2019,Parts per billion,24,100,17.475,33.6,0,31,RIVER TERRACE,"420 34th Street N.E.,Washington, DC 20019",District Of Columbia,District of Columbia,Washington,2/7/2020
11,1,38.895572,-76.958072,WGS84,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,4/6/2019,Parts per billion,24,100,12.045833,33.2,23,31,RIVER TERRACE,"420 34th Street N.E.,Washington, DC 20019",District Of Columbia,District of Columbia,Washington,2/7/2020
11,1,38.895572,-76.958072,WGS84,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,4/7/2019,Parts per billion,24,100,16.058333,37.2,9,35,RIVER TERRACE,"420 34th Street N.E.,Washington, DC 20019",District Of Columbia,District of Columbia,Washington,2/7/2020
11,1,38.895572,-76.958072,WGS84,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,4/8/2019,Parts per billion,24,100,9.766667,19.1,19,18,RIVER TERRACE,"420 34th Street N.E.,Washington, DC 20019",District Of Columbia,District of Columbia,Washington,2/7/2020
11,1,38.895572,-76.958072,WGS84,Nitrogen dioxide (NO2),1 HOUR,NO2 1-hour,4/9/2019,Parts per billion,21,88,12.080952,27.5,7,25,RIVER TERRACE,"420 34th Street N.E.,Washington, DC 20019",District Of Columbia,District of Columbia,Washington,2/7/2020
